"Timestamp","When was the last time you watched a movie?","How often do you watch movies (In a Month)?","Most of the movies you wanted to watch was because of...","How often do you go to the Cinema?","What is your favorite movie?","Why would someone want to watch this movie?","What do you like most about your favorite movie?","What's the genre of your favorite movie?","Are there any movie genres that you think are underrated or underappreciated?","1 = Least Favorite
5 = Most Favorite [Action]","1 = Least Favorite
5 = Most Favorite [Adventure]","1 = Least Favorite
5 = Most Favorite [Comedy]","1 = Least Favorite
5 = Most Favorite [Drama]","1 = Least Favorite
5 = Most Favorite [Romance]","1 = Least Favorite
5 = Most Favorite [Horror]","1 = Least Favorite
5 = Most Favorite [Sci-fi or Fantasy]","1 = Least Favorite
5 = Most Favorite [Musical]","1 = Least Favorite
5 = Most Favorite [Family]","Do you usually research a new movie before watching it?","If Yes, Which of the following sources do you use?","Which form of Movie Advertising do you find most effective?","How often does a movie disappoint your expectations?","1 = Least Important
5 = Most Important [Cast]","1 = Least Important
5 = Most Important [Genre]","1 = Least Important
5 = Most Important [Director]","1 = Least Important
5 = Most Important [Studio]","1 = Least Important
5 = Most Important [Reviews]","1 = Least Important
5 = Most Important [Quality of Story]","Where do you usually watch movies","When do you usually decide which movie you are going to see?","Most of the movies you wanted to watch was because of...","When going to the Cinema, you usually go..","Who do you usually go to the cinema with?","What do you usually do if you arrive to the Cinema and your movie has been sold out?","Do the Seats and Snacks of the Cinema usually have an effect on how much you enjoy a movie?","Why do you prefer watching movies at home instead of going to the cinema?","What's the genre you prefer watching home?","What kind of setup do you have for watching movies at home? Do you have a special room or equipment?","Where do you usually watch movies home?","What's your favorite Streaming Platform? (Where do you usually download movies)","What is your Student ID?","What is your Age?","Are you a Student in FCDS?","If Yes, What's your major (Department)?","If No, What's your college major?","Please select your Gender.","Please let us know if you have any comments or suggestions on how we can improve this survey.","","","","","","","","","","","","","","","",""
"2023/04/24 8:25:47 PM GMT+2","This month","Once or twice","Friends Recommendations","Once or Twice a year","Top Gun ","Because its an amazing movie","Quality of Story","Action;Adventure;Comedy;Musical","Yes","5","5","5","2","2","3","2","4","3","Sometimes","Friends' Opinions (who already watched it)","Viral Videos","Sometimes","4","4","1","1","5","5","Home","","","","","","","Cinema not worth paying always","Action;Adventure;Comedy;Musical","TV","On TV","Netflix","","","","","","","","","","","","","","","","","","","","","","",""
"2023/04/24 8:26:57 PM GMT+2","I don't watch movies often","Less than once","Social Media (Viral Videos)","Once or Twice a year","Five feet apart","They like well written romance and some nice angst ","Quality of Story","Drama;Romance","No","4","3","5","4","5","4","3","2","3","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Viral Videos","Sometimes","1","5","1","1","3","5","Home","","","","","","","","","","","","22010292","18 or younger","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/24 8:31:35 PM GMT+2","This month","Three or four times","Social Media (Viral Videos)","Once a month","Marvel , harry Potter , interstellar , her , lion ","Amazing","Quality of Story","Action;Adventure;Sci-fi or Fantasy","Fantasy","3","4","3","3","2","4","5","3","2","Yes","Critical Reviews;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","4","3","2","4","5","In the Cinema","Before going to the Cinema","Social Media (Viral Videos)","Weekday - Evening","Friends","Buy tickets for a later show","Yes","","","","","","","","","","","","انتوا زي الفل😂🥰","","","","","","","","","","","","","","","",""
"2023/04/24 8:34:48 PM GMT+2","Last Month","Less than once","Internet Sites","I don't go to the Cinema","365 days","جامد كيك ","Acting","Action;Romance;Family","فى بس ناسي اساميهم","5","4","2","2","3","1","1","1","1","No","انا قلت no يا رجولة ","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","2","4","3","2","1","5","Home","","","","","","","مفيش فلوس اروح بيها 
مفيش مزة اروح بيها ","Action","العدة الانفنكس ام 4500 بلبل","Downloaded from the Internet","اى حته مفيهاش اعلانات ","","","","","","","والله انا مش عارف بس ممكن ترخصو الرز شوية ","","","","","","","","","","","","","","","",""
"2023/04/24 8:35:46 PM GMT+2","Less than a week","Less than once","Social Media (Viral Videos)","I don't go to the Cinema","Coco","Because this movie full of the love of family ","Quality of Story","Action","Adventure movies","5","4","4","4","2","1","1","1","5","Yes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","5","5","4","4","5","Home","","","","","","","Because all films are available at  the internet ","Action","I love watching movies at my bedroom with my Candy's ","Downloaded from the Internet","Egy best ","","","","","","","No ,I haven't any comment this survey was  very interesting ","","","","","","","","","","","","","","","",""
"2023/04/24 8:41:43 PM GMT+2","Less than a week","More than four times","Social Media (Viral Videos)","Once or Twice a year","the god father part 1 ","it's well written, interesting ","Quality of Story","Comedy;Drama;Romance;Sci-fi or Fantasy;Family","drama is very underrated ","1","2","5","5","4","4","5","3","5","Yes","Internet Sites;Critical Reviews","Merchandising (Games, Soundtrack, T-shirts, etc... related to the movie brand)","Usually","4","5","5","3","5","5","Home","","","","","","","more comfortable to watch at home","Drama;Romance","only my laptop and my room","Downloaded from the Internet","Netflix,  hulu , Amazon prime","","","","","","","it's very good","","","","","","","","","","","","","","","",""
"2023/04/24 8:43:33 PM GMT+2","Less than a week","Three or four times","Social Media (Viral Videos)","Once a month","The meg","Cuz , it's very exciting ","Directing","Action;Adventure;Comedy;Drama;Horror;Musical","no there is not ","1","1","2","4","2","4","2","2","3","Sometimes","TV Entertainment Programs","Internet Sites (including Facebook 'fan' pages)","Almost Always","2","3","2","3","1","3","Home","","","","","","","Home","Action;Adventure;Comedy;Drama;Romance;Horror;Sci-fi or Fantasy;Musical;Family","NO I DON'T ","Downloaded from the Internet","i usually download movies ","","","","","","","I have no comments, Everything is good ","","","","","","","","","","","","","","","",""
"2023/04/24 8:50:57 PM GMT+2","Less than a week","More than four times","Social Media (Viral Videos)","Once a month","interstellar","cause its a masterpiece ","Directing","Science Fiction","some old horror movies are underrated ","4","4","5","5","4","4","4","3","4","Sometimes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","4","5","4","5","5","Home","","","","","","","more comfortable ","Action;Adventure;Comedy;Drama;Romance;Horror;Sci-fi or Fantasy;Musical;Family","my room","Downloaded from the Internet","HDO Box","","","","","","","you can also ask about « what is your favorite actor and why » 
and good job thats was anice survey whise you good luck 🤍🖤","","","","","","","","","","","","","","","",""
"2023/04/24 8:54:30 PM GMT+2","This month","Less than once","Social Media (Viral Videos)","I don't go to the Cinema","Inception","عشان حلو","Quality of Story","Action;Comedy;Drama;Sci-fi or Fantasy","no","5","4","5","5","2","1","5","1","3","Sometimes","Internet Sites;Critical Reviews","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","5","2","2","4","5","Home","","","","","","","because no money","Action;Comedy;Drama;Sci-fi or Fantasy","on my laptop","Downloaded from the Internet","Soap2day","","","","","","","الصفحات كتير اوي","","","","","","","","","","","","","","","",""
"2023/04/24 8:57:08 PM GMT+2","This month","Once or twice","Social Media (Viral Videos)","I don't go to the Cinema","The maze runner ","علشان كله مغامرات وشيق","Acting","Action;Comedy;Horror;Sci-fi or Fantasy;Musical","فيلم 1000 مبروك ","4","5","4","2","2","5","5","5","3","Yes","Internet Sites;TV Entertainment Programs","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","4","4","5","4","5","Home","","","","","","","بحب اقعد براحتي في هدوء ","Adventure;Comedy;Horror;Sci-fi or Fantasy;Musical","في اوضتي ","Downloaded from the Internet","Netflix ","","","","","","","مواجهتنيش اي مشكلة ومعنديش تعليقات ","","","","","","","","","","","","","","","",""
"2023/04/24 8:57:23 PM GMT+2","This month","Once or twice","Internet Sites","I don't go to the Cinema","مش فاكرة حقيقي😂","عشان🌚","Quality of Story","Comedy;Family","الافلام العلمية","2","3","5","4","2","1","4","2","5","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","2","3","3","4","4","5","Home","","","","","","","روقاااان مع فشار وسرير وراحه احسن من مليون سنينا😂♥️","Comedy;Family","اه عندي اوضه","Downloaded from the Internet","جوجل","","","","","","","مفيش اي تعديلات 🥺♥️♥️♥️","","","","","","","","","","","","","","","",""
"2023/04/24 9:06:55 PM GMT+2","Last Month","Once or twice","Friends Recommendations","Once or Twice a year","Pursuit of happiness ","It has a great moral","Quality of Story","Drama","dramatic movies ","1","3","3","3","2","1","3","2","3","Yes","Internet Sites","Viral Videos","Sometimes","2","4","1","3","4","5","Home","","","","","","","Just easier ","Comedy","my room + snacks","Downloaded from the Internet","Egybest","","","","","","","Excellent survey good job🫡♥","","","","","","","","","","","","","","","",""
"2023/04/24 9:12:38 PM GMT+2","Less than a week","Three or four times","Social Media (Viral Videos)","I don't go to the Cinema","Interstellar ","It's Dramatic scene ","Quality of Story","Action;Adventure;Drama;Romance;Horror;Sci-fi or Fantasy","The scent of a woman","3","3","1","3","3","3","2","1","1","No","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","3","4","4","2","5","Home","","","","","","","Easy and comfortable ","Action;Adventure;Drama;Romance;Horror;Sci-fi or Fantasy","Having something to eat or to drink ","Downloaded from the Internet","Egybest ","","","","","","","It was good","","","","","","","","","","","","","","","",""
"2023/04/24 9:24:46 PM GMT+2","This month","Once or twice","Friends Recommendations","Once or Twice a year","The pursuit of happiness","Emotional","Quality of Story","Comedy;Drama;Romance;Horror","To all the boys","2","2","3","3","3","4","2","2","2","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","3","4","2","2","5","5","Home","","","","","","","Because its much easier to watch them online and I am more of a series guy.","Comedy;Drama;Romance;Horror","I like to close all the lights and watch alone with my headphones to have the best experience and to focus deeply in the movie.","Downloaded from the Internet","Netflix","","","","","","","Its awesome to be honest, I didnt expect it to be that good.","","","","","","","","","","","","","","","",""
"2023/04/24 9:25:13 PM GMT+2","Less than a week","More than four times","Friends Recommendations","Once or Twice a year","Avatar","It's great","Quality of Story","Action;Adventure;Horror;Sci-fi or Fantasy","No","5","5","4","4","2","5","5","1","4","No","","Merchandising (Games, Soundtrack, T-shirts, etc... related to the movie brand)","Sometimes","3","4","1","1","4","5","Home","","","","","","","It's easier and has a different atmosphere to it","Action;Adventure;Family","I watch on the couch ","On TV","Shahid","","","","","","","","","","","","","","","","","","","","","","",""
"2023/04/24 9:28:36 PM GMT+2","Last Month","Once or twice","Social Media (Viral Videos)","Once or Twice a year","John wick ","It's good","Acting","Action;Drama;Sci-fi or Fantasy","Underrated ","5","5","4","4","5","5","5","1","1","Yes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","5","4","3","3","3","3","Home","","","","","","","More easy","Action;Comedy;Drama;Horror","Nothing ","Downloaded from the Internet","From the internet ","","","","","","","عالمي والله الله ينور شغل ميه ميه ","","","","","","","","","","","","","","","",""
"2023/04/24 9:35:44 PM GMT+2","Less than a week","Less than once","Trailers","Once a month","Journey","Good","Quality of Story","Adventure","No","1","2","3","1","3","1","2","1","2","Yes","TV Entertainment Programs","Print Advertising (Posters + Ads in Newspapers & Magazines)","Almost Always","1","2","1","1","3","5","In the Cinema","Before going to the Cinema","Internet Sites","Weekday - Evening","Family","Buy tickets for a later show","No","","","","","","","","","","","","No","","","","","","","","","","","","","","","",""
"2023/04/24 9:36:02 PM GMT+2","I don't watch movies often","Less than once","Friends Recommendations","I don't go to the Cinema","Spirited Away","Classic anime scenes ","Quality of Story","Adventure;Anime","no","3","5","3","4","4","5","5","1","3","Yes","Critical Reviews;Friends' Opinions (who already watched it)","Viral Videos","Sometimes","1","3","1","4","3","5","Home","","","","","","","More comfortable","Adventure;Romance;Sci-fi or Fantasy","Nothing special","Downloaded from the Internet","anime slayer : got high quality anime and most of them is available and free ","","","","","","","N/A","","","","","","","","","","","","","","","",""
"2023/04/24 9:40:25 PM GMT+2","Last Month","Three or four times","Social Media (Viral Videos)","I don't go to the Cinema","Harry Potter ","Exciting","Quality of Story","Action;Romance;Sci-fi or Fantasy","Comedy ","3","4","2","4","4","2","5","1","3","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","3","5","1","2","3","5","Home","","","","","","","It's more pruvet and more comfort","Adventure;Drama;Romance;Sci-fi or Fantasy"," Making popcorn, drinking Pepsi, setting in my room alone  and closing the light ","Downloaded from the Internet","Cima4u, egybest","","","","","","","","","","","","","","","","","","","","","","",""
"2023/04/24 9:44:39 PM GMT+2","Less than a week","More than four times","Social Media (Viral Videos)","I don't go to the Cinema","Harry potter ","The fantasy is good ","Quality of Story","Comedy;Drama;Romance;Sci-fi or Fantasy;Family","No","2","2","4","5","5","3","5","2","4","Sometimes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","4","2","3","4","5","Home","","","","","","","I don't like to leave the house and also because I feel more comfortable watching the movie at home","Comedy;Drama;Romance;Sci-fi or Fantasy;Family","No I see the movie in my room on laptop or my phone ","Downloaded from the Internet","Drama slayer, egybest,viki","20221451429","20","Yes","Data Science (General)","","Female","It was nice and fun ","","","","","","","","","","","","","","","",""
"2023/04/24 9:46:44 PM GMT+2","Less than a week","More than four times","TV time","I don't go to the Cinema","Not just a one movie but the one I love the most is interstellar ","It's a masterpiece the actors are great the effects everything is perfect ","Quality of Story","Romance;Sci-fi or Fantasy","No","3","3","4","3","5","4","5","3","4","Sometimes","","Trailers (Screened at Cinemas + on TV/Radio)","Never","5","3","4","3","4","2","Home","","","","","","","Comfortable and I can watch anything and anytime I want ","Romance;Sci-fi or Fantasy","No","Downloaded from the Internet","Netflix ","23103","19","No","","Faculty of navigation science and space technology ","Male","","","","","","","","","","","","","","","","",""
"2023/04/24 9:49:57 PM GMT+2","I don't watch movies often","Less than once","Social Media (Viral Videos)","Once or Twice a year","Inception ","Good story ","Quality of Story","Action;Adventure;Sci-fi or Fantasy","No ","3","3","1","1","1","2","2","1","1","No","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","5","3","4","4","5","Home","","","","","","","Quiet ","Action;Adventure;Sci-fi or Fantasy","Tv","Downloaded from the Internet","","20221466240 ","19","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/24 9:51:06 PM GMT+2","Less than a week","Three or four times","Social Media (Viral Videos)","I don't go to the Cinema","Interstellar ","It's Dramatic scenes","Quality of Story","Action;Adventure;Drama;Romance;Horror;Sci-fi or Fantasy","Romance","4","4","2","5","5","5","4","3","2","No","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","3","3","4","3","5","Home","","","","","","","Easy to reach and comfortable ","Action;Adventure;Drama;Romance;Horror;Sci-fi or Fantasy","My bed and my tablet ","Downloaded from the Internet","Egybest ","","19","No","","Navigation science and space technology ","Male","Good","","","","","","","","","","","","","","","",""
"2023/04/24 10:04:28 PM GMT+2","Less than a week","Less than once","Trailers","Once or Twice a year","I don’t have favorite movie","I don’t know ","Quality of Story","Action","Idk","5","4","1","1","3","3","1","1","1","Sometimes","Internet Sites","Trailers (Screened at Cinemas + on TV/Radio)","Almost Always","5","5","5","5","3","5","Home","","","","","","","I don’t prefer ","Action","Bringing snacks ","Downloaded from the Internet","Egybest","","20","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/24 10:06:25 PM GMT+2","Less than a week","Three or four times","Internet Sites","I don't go to the Cinema","The note book","Lite romantic ","Acting","Action;Adventure;Drama;Romance;Sci-fi or Fantasy","Musical","1","5","1","3","4","1","4","1","1","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","1","3","1","1","5","5","Home","","","","","","","To be away from any noise","Action;Adventure;Drama;Romance;Sci-fi or Fantasy","I don't have setup","Downloaded from the Internet","Cimaclub","","20","Yes","Data Science (General)","","Female","الله ينور يشباب عاش❤شغل جميل ","","","","","","","","","","","","","","","",""
"2023/04/24 10:12:36 PM GMT+2","This month","Three or four times","Friends Recommendations","I don't go to the Cinema","Split","It has a good story","Quality of Story","Comedy;Drama","Black box","1","3","5","5","1","3","4","1","2","Sometimes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","5","5","3","1","4","5","Home","","","","","","","It's far from home .","Adventure;Comedy;Drama;Family","I lie in bed with my tablet and sometimes I lie on the sofa and watch TV","Downloaded from the Internet","Different sites on internet ","","19","No","","","Female","","","","","","","","","","","","","","","","",""
"2023/04/24 10:15:49 PM GMT+2","Less than a week","More than four times","Friends Recommendations","Once or Twice a year","Harry potter ","the most interesting movie in my opinion","Quality of Story","Sci-fi or Fantasy","Yes , all old movies ","1","3","4","5","2","1","5","2","4","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","4","5","4","3","5","Home","","","","","","","Sometimes, I don’t have enough money or I would whatching with my friends and sharing some comments and set comfortably ","Sci-fi or Fantasy","the most important thing is snakes ","Downloaded from the Internet","Egybest","20221380322","19","Yes","Data Science (General)","","Female","I really need to say you are good team and get perfect questions ","","","","","","","","","","","","","","","",""
"2023/04/24 10:19:18 PM GMT+2","This month","Once or twice","Social Media (Viral Videos)","Once or Twice a year","Me before you","Interesting story and good acting","Quality of Story","Comedy;Drama;Romance;Family","Family","3","3","5","5","5","3","2","2","5","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","5","1","1","5","5","Home","","","","","","","..","Comedy;Drama;Romance;Family","Snacks","Downloaded from the Internet","Egybest","20221444910","20","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/24 10:19:55 PM GMT+2","Less than a week","More than four times","Trailers","I don't go to the Cinema","Sherlock Holmes - divergent",". ","Quality of Story","Action;Adventure",". ","5","5","4","3","4","1","3","1","4","Yes","Critical Reviews;Friends' Opinions (who already watched it)","Viral Videos","Usually","3","5","3","1","3","5","Home","","","","","","",". ","Action;Adventure;Comedy;Drama;Family",". ","Downloaded from the Internet","","","19","Yes","Data Science (General)","","Female","زي الفل","","","","","","","","","","","","","","","",""
"2023/04/24 10:23:49 PM GMT+2","Last Month","Three or four times","Friends Recommendations","I don't go to the Cinema","Emma","If they like the Victorian era that movie would be nice ","Genre","Drama","Action ","1","5","1","5","3","1","3","4","3","Yes","Internet Sites;Friends' Opinions (who already watched it)","Viral Videos","Sometimes","2","1","1","2","5","5","Home","","","","","","","I like to be alone","Adventure;Drama;Musical","Just popcorn","Downloaded from the Internet","It was egy best","","19","No","","Space science","Female","It's nice","","","","","","","","","","","","","","","",""
"2023/04/24 10:45:05 PM GMT+2","Less than a week","Once or twice","Social Media (Viral Videos)","Once or Twice a year","سلسلة هاري بوتر","القصة و التمثيل و التصوير يكونوا حلوين","Quality of Story","Adventure;Comedy;Romance;Horror;Sci-fi or Fantasy;Family","لا","1","4","4","1","3","5","5","1","3","Sometimes","Critical Reviews;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","5","1","2","2","5","Home","","","","","","","القعدة في البيت أحلى","Adventure;Comedy;Horror;Sci-fi or Fantasy;Family","لأ تليفزبون في الصالة عاظي أو على الموبايل","On TV","مش حاجة معينة ","000000","18 or younger","No","","علوم الملاحة وتكنولوجيا الفضاء","Female","هو حلو كدة","","","","","","","","","","","","","","","",""
"2023/04/24 10:45:31 PM GMT+2","I don't watch movies often","Less than once","Friends Recommendations","I don't go to the Cinema","intersteller","idk I liked the story","Quality of Story","Sci-fi or Fantasy","nope","4","4","3","3","3","3","5","1","1","No","","Viral Videos","Sometimes","1","1","1","1","4","5","Home","","","","","","","less money and night movies are the best","Action;Sci-fi or Fantasy","nope","Downloaded from the Internet","","1111","19","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/24 10:58:28 PM GMT+2","Less than a week","Once or twice","Social Media (Viral Videos)","More than once a month","Million Dollar baby","If he like kickboxing ","Quality of Story","Action","No","3","3","3","2","1","1","1","3","3","Sometimes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","5","5","5","5","5","Home","","","","","","","Because of time and cost","Action","الصاله","On TV","جوجل","","19","No","","الملاحة وتكنولوجيا الفضاء ","Female","الاسألة تكون باللغه العربية","","","","","","","","","","","","","","","",""
"2023/04/24 11:19:12 PM GMT+2","Less than a week","Three or four times","Friends Recommendations","Once or Twice a year","Inside out ","It is deep and funny in same time ","Quality of Story","Family;Animation","Horror","4","2","2","2","1","1","2","1","4","Yes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Usually","1","4","1","3","2","4","Home","","","","","","","Quiet , not crowded","Action;Family;Animation","Set up the tv screen or laptop","Downloaded from the Internet","","","19","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/24 11:31:31 PM GMT+2","I don't watch movies often","Less than once","Social Media (Viral Videos)","I don't go to the Cinema","Kal ho na ho","Idk","Quality of Story","Action;Adventure;Comedy;Romance","Un","4","3","2","5","5","5","5","5","5","Yes","Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Usually","2","3","3","4","2","4","Home","","","","","","","I don't have energy ","Comedy",". ","Downloaded from the Internet",".","30312051201848","20","No","Intelligent Systems",".","Female",".","","","","","","","","","","","","","","","",""
"2023/04/24 11:32:02 PM GMT+2","Less than a week","Once or twice","Social Media (Viral Videos)","Once or Twice a year","Parasite","Intriguing plot","Quality of Story","Drama","Animation","1","2","4","3","2","4","2","1","2","Sometimes","Friends' Opinions (who already watched it)","Viral Videos","Usually","2","3","2","1","1","4","Home","","","","","","","Can watch the movie at my own pace ","Comedy","Just regular sound surround system speakers","Downloaded from the Internet","Netflix","2231","19","No","","Veterinary Medicine ","Female","","","","","","","","","","","","","","","","",""
"2023/04/24 11:43:27 PM GMT+2","This month","Three or four times","Social Media (Viral Videos)","Once or Twice a year","The godfather","The best ","Quality of Story","Action;Adventure;Drama;Romance;Horror","No","4","4","1","3","3","4","1","1","3","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","3","4","3","3","5","Home","","","","","","","My type","Action;Adventure;Drama;Romance;Horror","No","Downloaded from the Internet","Netflix ","","20","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/24 11:43:55 PM GMT+2","Less than a week","More than four times","Social Media (Viral Videos)","I don't go to the Cinema","V for vendetta ","To remind them what freedom actually mean","Quality of Story","Action;Drama","No","4","4","1","4","2","3","4","1","1","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","3","4","3","2","3","4","Home","","","","","","","Time ","Action;Adventure;Drama;Sci-fi or Fantasy","No","Downloaded from the Internet","Pirate bay","20221461358","20","Yes","Data Science (General)","","Male","Nope","","","","","","","","","","","","","","","",""
"2023/04/24 11:45:12 PM GMT+2","Less than a week","Three or four times","Social Media (Viral Videos)","Once or Twice a year","Harmony and mongoose","Because it's comical and fun","Acting","Comedy;Drama;Horror;Family","Yes ","3","1","5","4","3","5","4","1","4","Yes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","3","4","5","4","5","5","Home","","","","","","","Because become comfortable and cheaper ","Comedy;Drama;Horror;Family","LG or Samsung Tv smart or from phone ","Downloaded from the Internet","Egybest , watch it , Netflix ","","19","Yes","Data Science (General)","","Female","The survey is good and include the best type of movies ","","","","","","","","","","","","","","","",""
"2023/04/24 11:56:57 PM GMT+2","Less than a week","Less than once","Social Media (Viral Videos)","I don't go to the Cinema","Venom","Because it's fanny and action at the same time","Acting","Action;Comedy;Sci-fi or Fantasy","No","3","2","4","3","2","1","4","1","4","No","","Viral Videos","Sometimes","3","2","1","2","4","4","Home","","","","","","","More comfortable and i can focus more","Action;Adventure;Comedy;Drama;Sci-fi or Fantasy;Family","No just in living room ","On TV","Egybest","20201380516","21","Yes","Data Science (General)","","Female","No thanks","","","","","","","","","","","","","","","",""
"2023/04/25 12:02:53 AM GMT+2","Last Month","Once or twice","Internet Sites","Once or Twice a year","More than one ","Rate of the movie ","Directing","Drama","Psychological horror","3","4","4","5","3","5","2","1","2","Yes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","5","4","1","3","5","In the Cinema","Before going to the Cinema","Internet Sites","Weekday - Afternoon","Friends","Buy tickets for a later show","No","","","","","","","20","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/25 12:24:31 AM GMT+2","Less than a week","Less than once","Social Media (Viral Videos)","Once or Twice a year","5 feet apart","nice story","Quality of Story","Romance","No","1","1","5","5","5","1","1","1","5","Sometimes","Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","5","4","4","5","5","Home","","","","","","","I love being at home","Romance","No","Downloaded from the Internet","Egy best","217","20","No","","Biology","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 12:36:27 AM GMT+2","This month","Three or four times","Trailers","Once or Twice a year","Interstellar ","The best emotional film ever","Directing","Action;Adventure;Comedy;Drama;Romance;Musical","Musical films","3","4","5","5","4","1","2","3","3","Yes","Critical Reviews;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","1","5","4","2","4","In the Cinema","Before going to the Cinema","Trailers","Weekend - Afternoon","Friends","Buy tickets for a later show","No","","","","","","20221450596","19","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/25 12:39:24 AM GMT+2","I don't watch movies often","Less than once","Friends Recommendations","I don't go to the Cinema","Jumanji","Very funny, suitable for all ages","Quality of Story","Adventure;Comedy;Horror","No","2","4","3","1","1","5","1","1","1","No","","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","4","1","1","1","5","Home","","","","","","","The VR and my headset makes watching movies at home something incredible ","Action;Adventure;Comedy;Horror","VR, Headset and some popcorn ","Downloaded from the Internet","😁 egy.. ","30406677","22","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/25 1:29:23 AM GMT+2","Less than a week","Once or twice","Social Media (Viral Videos)","I don't go to the Cinema","The hate you give","This film discusses an important issue which is the racism of whites against browns and it has been discussed emotionally making you sympathize with the characters greatly.","Quality of Story","Action;Adventure;Drama;Romance","Mystery and detective fiction","4","5","2","5","5","4","2","4","4","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","3","5","4","3","2","5","Home","","","","","","","Comfy and inexpensive ","Adventure;Drama;Romance;Musical;Family","I like watching movies in bed with some snacks ","Downloaded from the Internet","Netflix and Egybest","","20","No","","Veterinary Medicine ","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 1:46:06 AM GMT+2","I don't watch movies often","Less than once","Trailers","I don't go to the Cinema","All the bright places","The story is perfect,the ending inspires us how to react about somethin","Quality of Story","Action;Adventure;Drama","Nope","3","4","1","4","2","2","1","1","1","Yes","Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","3","1","4","1","2","4","Home","","","","","","","More free to react","Action;Adventure;Drama","Food,water,tea,smoke","Downloaded from the Internet","Netflix","20221427861","22","Yes","Data Science (General)","","Male","The question about the movies favourite type repeated 3 times in different forms ","","","","","","","","","","","","","","","",""
